CHD7,EEF1A1
CHD7,FLNA
CHD7,MET
FEV,HES6
FOS,CBFA2T2
FOS,CD36
FOS,CSDE1
FOS,HOPX
FOS,ID1
FOS,INSM1
FOS,LMO2
FOS,LMO7
FOS,MET
FOS,NEUROD1
FOS,NPM1
FOS,RGS9
FOS,RPL7
FOS,RPS3
FOS,SMARCD1
FOS,SQSTM1
FOS,TCF4
FOXA2,BACH2
FOXA2,CALR
FOXA2,CBFA2T2
FOXA2,CD36
FOXA2,CHD7
FOXA2,DSP
FOXA2,ENO1
FOXA2,FOXA2
FOXA2,FOXP1
FOXA2,HOPX
FOXA2,ID1
FOXA2,ID3
FOXA2,MET
FOXA2,MNX1
FOXA2,PLXNA2
FOXA2,POU2F2
FOXA2,PRDM16
FOXA2,RAN
FOXA2,RBP4
FOXA2,RFX6
FOXA2,RUFY3
FOXA2,SOX6
FOXA2,SQSTM1
FOXA2,STAT1
FOXA2,TBX3
FOXA2,TCF7L2
FOXA2,TLE1
FOXA2,TLE3
FOXA2,TLE4
FOXA2,TXNIP
FOXA2,ZNF503
FOXA2,NKX2-2
FOXA2,GCG
FOXP1,ARID3B
FOXP1,BACH2
FOXP1,CBX6
FOXP1,CHD7
FOXP1,DUSP1
FOXP1,EEF1A1
FOXP1,FEV
FOXP1,FOS
FOXP1,FOXP1
FOXP1,H1F0
FOXP1,HES6
FOXP1,ID1
FOXP1,ID3
FOXP1,IER2
FOXP1,JUN
FOXP1,LMO1
FOXP1,MAFB
FOXP1,MLLT11
FOXP1,NKX2-2
FOXP1,NPM1
FOXP1,RGS9
FOXP1,RPS3
FOXP1,RUFY3
FOXP1,SCG2
FOXP1,SIX2
FOXP1,SMARCD1
FOXP1,SOX4
FOXP1,SQSTM1
FOXP1,STAT1
FOXP1,TCF4
FOXP1,TCF7L2
FOXP1,TLE3
FOXP1,TXNIP
FOXP1,ZNF503
FOXP1,ZNF703
JARID2,DSP
JARID2,EPAS1
JARID2,FEV
JARID2,FOXA2
JARID2,HOPX
JARID2,INSM1
JARID2,IRX2
JARID2,JUN
JARID2,LMO2
JARID2,LMO4
JARID2,MAF
JARID2,MAFB
JARID2,MNX1
JARID2,NKX2-2
JARID2,NKX6-1
JARID2,NR2F1
JARID2,ONECUT2
JARID2,PAX6
JARID2,PBX3
JARID2,PRDM16
JARID2,PTGER3
JARID2,SIX2
JARID2,SOX1
JARID2,SOX4
JARID2,SOX6
JUN,ABL1
JUN,BTG2
JUN,CBFA2T2
JUN,CBX6
JUN,CD36
JUN,DUSP1
JUN,EEF1A1
JUN,ENO1
JUN,EPAS1
JUN,HOPX
JUN,IER2
JUN,JUN
JUN,LMO2
JUN,LMO7
JUN,MAF
JUN,MAFB
JUN,NKX6-1
JUN,NPM1
JUN,POU2F2
JUN,RAN
JUN,RFX3
JUN,RGS9
JUN,RPL7A
JUN,SCG2
JUN,SIX2
JUN,SQSTM1
JUN,STAT1
JUN,TCF4
JUN,TERF2IP
JUN,TGIF2
JUN,GCG
JUN,INS
LMO2,ARID3B
LMO2,BTG2
LMO2,CALR
LMO2,IER2
LMO2,MBNL1
LMO2,PTGER3
LMO2,SOX4
LMO2,TLE3
LMO2,TXNIP
MAFB,NKX6-1
MAFB,MAFB
MAFB,GCG
MAFB,INS
NEUROD1,INS
NEUROD1,PAX6
NEUROD1,NEUROD1
NEUROD1,NKX2-2
NEUROD1,GCG
NFKB1,CALR
NFKB1,CD36
NFKB1,EPAS1
NFKB1,FLNA
NFKB1,FOXA2
NFKB1,FOXP1
NFKB1,H1F0
NFKB1,HES6
NFKB1,HMGB3
NFKB1,HOPX
NFKB1,ID1
NFKB1,LMO2
NFKB1,MAFB
NFKB1,MET
NFKB1,MNX1
NFKB1,NDN
NFKB1,NFKB1
NFKB1,NR2F1
NFKB1,NR3C1
NFKB1,PAM
NFKB1,PAX6
NFKB1,PLXNA2
NFKB1,RBP1
NFKB1,RFX6
NFKB1,RGS9
NFKB1,RPL7
NFKB1,RPL7A
NFKB1,SMARCD1
NFKB1,SQSTM1
NFKB1,STAT1
NFKB1,TCF7L2
NFKB1,TERF2IP
NFKB1,TGIF2
NFKB1,TLE3
NFKB1,TXNIP
NFKB1,ZNF703
NKX2-2,NEUROD1
NKX2-2,FOXA2
NKX2-2,INS
NKX6-1,NKX6-1
NKX6-1,NEUROD1
NKX6-1,GCG
NR2F1,CD36
NR2F1,DUSP1
NR2F1,ELAVL2
NR2F1,ID1
NR2F1,LMO2
NR2F1,MET
NR2F1,RPL7
NR2F1,SQSTM1
NR3C1,ARID3B
NR3C1,ASB9
NR3C1,CD36
NR3C1,DUSP1
NR3C1,ELAVL2
NR3C1,EPAS1
NR3C1,FOS
NR3C1,FOXP1
NR3C1,ID1
NR3C1,ID3
NR3C1,LMO7
NR3C1,MAFB
NR3C1,MBNL1
NR3C1,NEUROD1
NR3C1,NR3C1
NR3C1,PAX6
NR3C1,PLXNA2
NR3C1,RBP1
NR3C1,RFX6
NR3C1,RPL7A
NR3C1,RYBP
NR3C1,SCG2
NR3C1,SIX2
NR3C1,SMARCD1
NR3C1,SOX1
NR3C1,SQSTM1
NR3C1,TBX3
NR3C1,TCF7L2
NR3C1,TLE1
NR3C1,TLE3
NR3C1,ZNF703
NR3C1,INS
PAX6,ABL1
PAX6,EPAS1
PAX6,FOS
PAX6,PAX6
PAX6,RAN
PAX6,RPL7A
PAX6,ZDHHC9
PAX6,NEUROD1
PAX6,MAFB
PAX6,GCG
PAX6,INS
PBX1,ABL1
PBX1,BACH2
PBX1,ELAVL2
PBX1,FOS
PBX1,MBNL1
PBX1,PAX6
PBX1,PBX3
PBX1,RBP1
PBX1,TBX3
PBX1,TCF7L2
PBX1,TLE1
PBX1,TLE4
PBX1,TXNIP
PBX1,VTN
PBX1,ZDHHC9
POU2F2,ABL1
POU2F2,ARID3B
POU2F2,ASB9
POU2F2,BMP5
POU2F2,BTG2
POU2F2,CBX6
POU2F2,CSDE1
POU2F2,DSP
POU2F2,HES6
POU2F2,HOPX
POU2F2,JARID2
POU2F2,LMO7
POU2F2,NKX6-1
POU2F2,NR3C1
POU2F2,PBX1
POU2F2,PTGER3
POU2F2,RBP1
POU2F2,RPL7A
POU2F2,SCG2
POU2F2,SOX1
POU2F2,SOX4
POU2F2,SOX6
POU2F2,TBX3
POU2F2,TCF7L2
PRDM16,NR3C1
STAT1,ARID3B
STAT1,CD36
STAT1,CRIP2
STAT1,DSP
STAT1,ENO1
STAT1,FOXA2
STAT1,LMO1
STAT1,PBX1
STAT1,STAT1
STAT1,TCF4
STAT1,TCF7L2
STAT1,TEAD2
STAT1,TGIF2
STAT1,ZNF703
TBX3,ELAVL2
TBX3,ID3
TBX3,JARID2
TBX3,NKX6-1
TBX3,PAX6
TBX3,PRDM16
TBX3,RFX3
TBX3,RYBP
TBX3,SOX4
TBX3,SOX6
TBX3,TLE3
TCF4,ABL1
TCF4,BACH2
TCF4,CBFA2T2
TCF4,CBX6
TCF4,CD36
TCF4,CHD7
TCF4,CSDE1
TCF4,DSP
TCF4,DUSP1
TCF4,ELAVL2
TCF4,EPAS1
TCF4,FOXP1
TCF4,HMGB3
TCF4,HOPX
TCF4,ID3
TCF4,JUN
TCF4,LMO1
TCF4,LMO2
TCF4,LMO4
TCF4,LMO7
TCF4,MAF
TCF4,MBNL1
TCF4,MET
TCF4,NDN
TCF4,NEUROD1
TCF4,NFKB1
TCF4,NKX6-1
TCF4,NR2F1
TCF4,NR3C1
TCF4,PAM
TCF4,PBX3
TCF4,PLXNA2
TCF4,PTGER3
TCF4,RAN
TCF4,RBP4
TCF4,RFX6
TCF4,RYBP
TCF4,SCG2
TCF4,SIX2
TCF4,SLC4A10
TCF4,SOX1
TCF4,SOX6
TCF4,STAT1
TCF4,TBX3
TCF4,TCF7L2
TCF4,TLE1
TCF4,TLE3
TCF4,TLE4
TCF4,TXNIP
TCF4,ZDHHC9
TCF4,ZNF503
TCF4,GCG
TCF7L2,BACH2
TCF7L2,ENO1
TCF7L2,LMO4
TCF7L2,LMO7
TCF7L2,PBX1
TCF7L2,PBX3
TCF7L2,SOX6
TCF7L2,TCF4
TCF7L2,ZDHHC9
TCF7L2,ZNF503
TEAD2,BTG2
TEAD2,CBX6
TEAD2,CNOT1
TEAD2,CRIP2
TEAD2,ELAVL2
TEAD2,FLNA
TEAD2,FOS
TEAD2,FOXA2
TEAD2,H1F0
TEAD2,HES6
TEAD2,HOPX
TEAD2,IRX2
TEAD2,JARID2
TEAD2,JUN
TEAD2,LMO2
TEAD2,LMO4
TEAD2,MAFB
TEAD2,NEUROD1
TEAD2,NKX2-2
TEAD2,NKX6-1
TEAD2,NR2F1
TEAD2,NR3C1
TEAD2,PBX3
TEAD2,POU2F2
TEAD2,PRDM16
TEAD2,RBP4
TEAD2,RFX3
TEAD2,SOX1
TEAD2,SQSTM1
TEAD2,TBX3
TEAD2,TCF4
TEAD2,TCF7L2
TEAD2,TGIF2
TEAD2,TLE1
TEAD2,TLE3
TEAD2,INS
